Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Superb Duplex Luxury Villa","https://www.airbnb.com/rooms/1202943961468905056","1202943961468905056","4752-6868","5934","258.02","7","352","20","3","High","28","Individual","4.0","10","449","Entire home","Yes","Midscale","14","5","12","No","No","No","Yes","No","No","No","Yes","143","1","586109643","Firm"
"Cozy Family Home | Netflix, Backyard & Quiet Area","https://www.airbnb.com/rooms/1468365762816923887","1468365762816923887","4851-6910","5938","174.64","49","69","43","7","High","2","Individual","3.5","10","183","Entire home","Yes","Midscale","36","4.86","21","No","No","No","Yes","No","No","No","Yes","143","1","117200995","Moderate"
"Luxury Duplex House In Bluffs.","https://www.airbnb.com/rooms/1271335027714578619","1271335027714578619","4957-6698","5974","271.52","11","192","17","22","None","28","Small","4.0","8","297","Entire home","Yes","Midscale","168","4.71","7","No","No","No","Yes","No","No","No","Yes","250","1","658003916","Firm"
"Specious And Beautiful House","https://www.airbnb.com/rooms/932648057630762555","932648057630762555","4521-7405","6026","273.93","10","229","30","3","None","1","Small","3.0","8","347","Entire home","Yes","Midscale","137","4.25","8","No","No","No","Yes","No","No","No","Yes","71","0","524898579","Flexible"
"Fully Renovated, Near Lake&Park","https://www.airbnb.com/rooms/1474609768549986487","1474609768549986487","4778-7383","6094","152.35","37","108","0","30","None","28","Small","4.0","7","221","Entire home","Yes","Midscale","2","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","37736650","Moderate"
"Brand New Contemporary 4 Bedroom Nestled In Nature","https://www.airbnb.com/rooms/1384480610964150710","1384480610964150710","5155-7240","6329","301.37","9","241","11","6","Low","1","Individual","2.5","8","367","Entire home","Yes","Midscale","9","5","4","No","No","No","Yes","No","No","No","Yes","102","0","686212767","Firm"
"Modern New Luxury House Close To Toronto Downtown","https://www.airbnb.com/rooms/1512418191661045940","1512418191661045940","5485-7918","6814","378.57","41","44","11","2","High","2","Individual","5.5","9","407","Entire home","Yes","Upscale","25","4.9","10","No","No","No","Yes","No","No","No","Yes","178","1","719509887","Limited"
"Entire Beautiful Detached House","https://www.airbnb.com/rooms/938357192320635299","938357192320635299","5439-7967","6826","227.52","28","109","0","11","None","3","Small","3.0","7","266","Entire home","No","Midscale","13","4.52","21","No","No","No","Yes","No","Yes","No","Yes","162","0","378159062","Flexible"
"Four Bedroom Two Bathroom House Awaits","https://www.airbnb.com/rooms/1035534","1035534","5816-9293","7588","124.39","21","291","6","24","Low","30","Moderate","2.0","6","73","Entire home","Yes","Economy","75","4","2","No","No","No","Yes","No","No","No","Yes","71","0","5700231","Flexible"
"House In Guildwood Village","https://www.airbnb.com/rooms/3869911","3869911","6175-9046","7750","184.53","98","43","19","22","Low","2","Individual","2.0","8","249","Entire bungalow","Yes","Midscale","63","5","4","No","No","No","Yes","No","Yes","No","Yes","128","0","19985155","Limited"
"Pickering Bright Spacious 4-BR","https://www.airbnb.com/rooms/1473986664169526148","1473986664169526148","6477-8985","7777","158.71","57","86","11","9","Low","2","Large","2.5","8","196","Entire home","Yes","Midscale","16","4.5","4","No","No","No","Yes","No","No","No","Yes","121","0","186299872","Flexible"
"Townhome Near Go Train","https://www.airbnb.com/rooms/1532557546021431015","1532557546021431015","7000-9375","8147","239.6","53","64","11","34","Low","2","Individual","2.5","11","335","Entire home","Yes","Midscale","4","N/A","0","No","No","No","Yes","No","No","No","Yes","107","0","40006222","Moderate"
"Cozy 4BR 2Bth Lower Unit, 1 Min To 401, 404 & DVP","https://www.airbnb.com/rooms/884789438197030077","884789438197030077","6697-9405","8222","186.86","27","162","29","14","None","28","Individual","2.0","6","230","Entire home","Yes","Midscale","204","4.84","25","No","No","No","Yes","No","No","No","Yes","71","1","160109276","Firm"
"Exclusive 5BR House/Sleeps 10+/Private Parking","https://www.airbnb.com/rooms/1515219485574487927","1515219485574487927","6376-9755","8254","589.56","21","68","18","5","Low","2","Small","5.0","10","587","Entire home","Yes","Upscale","2","5","2","No","No","No","Yes","No","No","No","Yes","269","0","720023712","Flexible"
"Pickering Modern 4BR Townhouse","https://www.airbnb.com/rooms/1490739003700006162","1490739003700006162","6915-9593","8303","162.81","59","86","16","9","Low","2","Large","2.5","8","188","Entire home","Yes","Midscale","16","5","6","No","No","No","Yes","No","No","No","Yes","121","0","186299872","Firm"
"Large Spacious 4BR Entire Home Newly Renovated!","https://www.airbnb.com/rooms/1376236761971081391","1376236761971081391","6642-9731","8336","141.29","100","59","11","27","Low","4","Moderate","3.5","8","217","Entire home","Yes","Economy","43","4.5","2","No","No","No","Yes","No","No","No","Yes","195","0","94278208","Firm"
"Home&Garden With Easy Access To TO","https://www.airbnb.com/rooms/3694183","3694183","7139-9647","8604","179.24","20","237","29","48","None","30","Individual","2.5","6","199","Entire home","Yes","Midscale","129","4.82","28","No","No","No","Yes","No","Yes","No","Yes","107","0","6226647","Firm"
"Pond Paradise 5BD/ 3W (family Friendly)","https://www.airbnb.com/rooms/974443832300386444","974443832300386444","7011-10070","8663","412.54","25","84","33","4","None","3","Small","3.5","16","501","Entire home","No","Upscale","14","4.27","15","No","No","No","Yes","No","No","No","Yes","209","0","28594996","Moderate"
"4-Bedroom Home With King Suite & Chef’s Kitchen","https://www.airbnb.com/rooms/1481384046247359783","1481384046247359783","7258-10069","8715","300.52","35","82","4","5","Low","2","Individual","2.5","8","327","Entire home","Yes","Midscale","20","5","9","No","No","No","Yes","No","No","No","Yes","118","1","406736912","Limited"
"Luxury 5-BDR Home In GTA","https://www.airbnb.com/rooms/1506046995686874262","1506046995686874262","7160-10919","9096","142.12","67","96","4","32","None","28","Individual","4.0","8","196","Entire home","Yes","Economy","10","N/A","0","No","No","No","Yes","No","No","No","Yes","250","0","274515513","Flexible"
"Central City Executive Ravine Retreat Sleeps 10","https://www.airbnb.com/rooms/1408900755371313148","1408900755371313148","7695-10356","9206","575.38","89","18","10","16","None","3","Small","6.0","10","802","Entire home","Yes","Upscale","232","5","3","No","No","No","Yes","No","No","No","Yes","567","0","276090","Firm"
"Lovely House In A Nice Safe Community","https://www.airbnb.com/rooms/14006241","14006241","7727-10399","9244","420.19","100","22","340","22","Moderate","2","Individual","5.0","12","490","Entire home","Yes","Upscale","344","4.94","16","No","No","Yes","Yes","No","No","No","Yes","200","1","83712276","Flexible"
"Spacious 4 Bed, 2 Bath, Parking","https://www.airbnb.com/rooms/771972747165670061","771972747165670061","7323-10847","9344","207.64","14","317","59","11","None","28","Individual","2.0","8","255","Entire home","Yes","Midscale","49","4.77","13","No","No","No","Yes","No","No","No","No","128","0","489783970","Firm"
"Duplex House - 25 Minutes To Downtown Toronto","https://www.airbnb.com/rooms/1516726548045264552","1516726548045264552","7007-11425","9360","199.15","81","58","17","21","Moderate","2","Individual","3.5","10","262","Entire home","Yes","Midscale","12","N/A","0","No","No","No","Yes","No","No","No","Yes","178","0","698072729","Limited"
"Scarborough Getaway • Family-Friendly • Parking","https://www.airbnb.com/rooms/1490151115539555415","1490151115539555415","8235-11404","9844","196.88","55","91","16","7","High","1","Moderate","2.0","8","222","Entire home","Yes","Midscale","15","4.88","8","No","No","No","Yes","No","No","No","Yes","192","0","709362827","Firm"
"Ace Of Spades: Modern 5B/2.5B,Kitchen,Parking,5G!","https://www.airbnb.com/rooms/1463392948865642954","1463392948865642954","8353-11339","9938","231.12","49","88","8","4","Low","1","Large","2.5","10","277","Entire home","Yes","Midscale","14","4.78","23","No","No","No","Yes","No","Yes","Yes","Yes","34","1","486665447","Firm"
"Beautiful 4 Bedrooms House _ Walk To Subway","https://www.airbnb.com/rooms/608900729201901535","608900729201901535","7908-12293","10052","186.14","22","244","86","21","None","31","Moderate","3.0","9","221","Entire townhouse","Yes","Midscale","122","4.78","0","No","No","No","Yes","No","No","No","Yes","107","0","114052806","Flexible"
"Luxury Midtown Toronto Home 4BR/2BA","https://www.airbnb.com/rooms/48058949","48058949","7864-12034","10133","144.76","68","103","1","35","Moderate","28","Individual","2.0","6","195","Entire home","Yes","Economy","263","5","4","No","No","No","Yes","No","Yes","No","Yes","211","0","46169106","Strict"
"Cozy 4 Bedroom Toronto Home, Free Wifi/parking","https://www.airbnb.com/rooms/792833092060296523","792833092060296523","7562-12402","10152","225.61","46","98","50","9","None","2","Individual","2.5","6","293","Entire home","Yes","Midscale","247","5","4","No","No","No","Yes","No","No","No","Yes","89","0","425758164","Moderate"
"4 Bed Townhouse","https://www.airbnb.com/rooms/1199192376222727766","1199192376222727766","8037-12685","10463","232.51","54","84","72","16","None","3","Small","2.5","8","354","Entire home","Yes","Midscale","141","4.75","0","No","No","No","Yes","No","No","No","Yes","36","0","536199401","Firm"
"Cozy Place","https://www.airbnb.com/rooms/1432191361905054035","1432191361905054035","9078-12069","10629","259.24","27","152","23","4","None","1","Individual","2.5","6","289","Entire home","Yes","Midscale","44","4.92","13","No","No","No","Yes","No","No","No","Yes","85","0","389932542","Limited"
"Custom Built Home In Toronto","https://www.airbnb.com/rooms/776682886325983974","776682886325983974","9229-12359","10740","261.96","11","366","1","41","None","29","Individual","2.5","8","297","Entire home","Yes","Midscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","0","0","171204966","Flexible"
"4BR  Close To TO Center By CityZen Hideaway","https://www.airbnb.com/rooms/928325326606283629","928325326606283629","8783-12335","10783","179.71","54","112","11","24","High","1","Small","4.0","8","241","Entire home","No","Midscale","88","4.7","27","No","No","Yes","Yes","No","Yes","No","Yes","270","0","1173671","Limited"
"4 Bedroom In Upper Beach Toronto","https://www.airbnb.com/rooms/987552695810006849","987552695810006849","8585-12962","10835","127.47","31","276","5","46","None","28","Moderate","1.0","4","160","Entire rental unit","Yes","Economy","64","N/A","0","No","No","No","Yes","No","No","No","Yes","108","0","377846","Firm"
"Entire Luxury 2900 Sqft 4 Bed House In Unionville","https://www.airbnb.com/rooms/847680950584916341","847680950584916341","8166-13100","10896","165.1","99","67","10","31","Low","15","Small","4.5","6","209","Entire home","Yes","Midscale","299","4.4","5","No","No","No","Yes","No","No","No","Yes","215","0","17849909","Firm"
"Four Bedroom Home 
in Scarborough","https://www.airbnb.com/rooms/1113836535553529572","1113836535553529572","9229-12802","11081","209.07","36","149","18","10","None","28","Small","3.0","8","259","Entire home","Yes","Midscale","217","5","23","No","No","No","Yes","No","No","No","Yes","118","1","513498611","Moderate"
"Full Privacy , 35min From Airport/Downtown","https://www.airbnb.com/rooms/1309632457797121037","1309632457797121037","8914-12840","11182","219.26","26","195","23","2","None","1","Individual","1.5","12","227","Entire bungalow","No","Midscale","17","4.5","10","No","No","No","No","No","No","No","No","58","0","666556505","Flexible"
"Spacious 4BR Home By Major Highway & Shopping Mall","https://www.airbnb.com/rooms/1493862861008761443","1493862861008761443","9758-12859","11324","323.54","45","78","22","3","None","1","Small","3.5","8","346","Entire home","Yes","Upscale","31","4.88","16","No","No","No","Yes","No","No","No","Yes","157","1","232305807","Flexible"
"The Cozy Nook House","https://www.airbnb.com/rooms/1049512100818170571","1049512100818170571","8721-13390","11422","196.93","16","358","24","4","None","1","Individual","2.0","10","202","Entire home","Yes","Midscale","8","4.07","15","No","No","No","Yes","No","Yes","No","Yes","142","0","191242288","Flexible"
"Exclusive Unionvilla Townhome 14 In Markham","https://www.airbnb.com/rooms/1314827681865247663","1314827681865247663","8588-14624","11690","238.56","13","365","54","8","None","1","Large","3.5","10","497","Entire home","Yes","Midscale","1","4","1","No","No","No","Yes","No","No","No","Yes","276","0","502075035","Firm"
"Oasis In The Guild","https://www.airbnb.com/rooms/1355050405101022095","1355050405101022095","9412-13785","11724","325.68","78","46","15","10","Unknown","1","Unknown","2.5","10","379","Entire home","No","Upscale","87","4.75","4","No","No","No","Yes","No","No","No","Yes","87","0","264250383","Limited"
"4 Bedroom Next To Kennedy/Eglinton GO In Toronto","https://www.airbnb.com/rooms/1432610335814601703","1432610335814601703","10015-13315","11726","239.31","42","117","8","5","None","1","Individual","2.0","8","252","Entire home","No","Midscale","43","4.58","19","No","No","No","Yes","No","Yes","No","Yes","89","0","51765267","Firm"
"Beautiful Spacious House","https://www.airbnb.com/rooms/1015360457357661967","1015360457357661967","10143-13605","11892","297.31","17","229","4","40","None","15","Small","3.0","8","338","Entire home","Yes","Midscale","137","4","1","No","No","No","Yes","No","No","No","Yes","71","0","524898579","Flexible"
"Cheerful 6-Bedroom House, 3 Wash/2 Kitch, Parking","https://www.airbnb.com/rooms/908951209840003451","908951209840003451","9222-14704","12092","215.94","25","227","81","26","None","28","Small","3.0","12","320","Entire home","Yes","Midscale","139","5","0","No","No","No","Yes","No","Yes","No","Yes","107","0","457168439","Flexible"
"Stunning Retreat W/ Mod Finishes","https://www.airbnb.com/rooms/1277538563569647887","1277538563569647887","9984-15428","12734","157.21","26","316","21","28","None","21","Individual","3.5","8","194","Entire home","Yes","Midscale","50","N/A","0","No","No","No","Yes","No","No","No","Yes","109","0","69918776","Flexible"
"Beautiful 4BR House • Peaceful • Family Friendly","https://www.airbnb.com/rooms/1401736954515346473","1401736954515346473","10240-15674","13104","133.72","92","107","9","25","None","29","Small","2.0","8","249","Entire home","Yes","Economy","81","5","2","No","No","No","Yes","No","No","No","Yes","71","0","534879605","Firm"
"Home Away From Home","https://www.airbnb.com/rooms/1314781714005070445","1314781714005070445","11226-15151","13336","211.68","21","307","30","3","None","1","Individual","3.5","8","210","Entire home","Yes","Midscale","11","4.93","15","No","No","No","Yes","No","No","No","Yes","143","1","42871716","Moderate"
"Cozy 5 Bedroom House Scarborough","https://www.airbnb.com/rooms/1281906715426052785","1281906715426052785","10352-15794","13449","168.11","67","120","18","5","Moderate","2","Large","2.0","10","206","Entire home","No","Midscale","8","4.38","8","No","No","No","Yes","No","No","No","Yes","N/A","0","333164630","Flexible"
"Luxury 4BR Townhouse • Walk To Mosque & Shops","https://www.airbnb.com/rooms/1514774677896112273","1514774677896112273","11132-15857","13626","389.31","66","53","16","7","High","3","Individual","3.0","10","343","Entire home","Yes","Upscale","16","5","11","No","No","Yes","Yes","No","No","No","Yes","107","1","720037626","Super Strict 30 Days"
"Perfect For Students /friends, In EastToronto.","https://www.airbnb.com/rooms/8439515","8439515","10968-16063","13663","148.51","70","132","3","33","None","28","Small","2.0","8","185","Entire home","Yes","Economy","234","4.69","61","No","No","No","Yes","No","No","Yes","Yes","90","0","44435857","Flexible"
"Stylish Urban Retreat With 5 Bedrooms For 10 Guest","https://www.airbnb.com/rooms/1309649558220572117","1309649558220572117","10418-16447","13767","327.79","32","132","12","9","Moderate","3","Individual","2.0","10","415","Entire home","Yes","Upscale","49","5","2","No","No","No","Yes","No","No","No","Yes","174","0","364321391","Firm"
"Beautiful Luxury Home In The Beaches","https://www.airbnb.com/rooms/1081534428076762995","1081534428076762995","10512-16423","13855","223.47","85","73","24","30","Low","28","Small","4.5","10","302","Entire home","Yes","Midscale","177","5","2","No","No","No","No","No","Yes","No","Yes","354","0","15493255","Flexible"
"Stunning 5BR Custom Built Home!","https://www.airbnb.com/rooms/1514591429270421408","1514591429270421408","11036-15977","13896","534.45","46","56","16","9","High","2","Individual","4.5","10","602","Entire home","Yes","Upscale","14","5","4","No","No","No","Yes","No","No","No","Yes","214","0","719825717","Limited"
"Elegant  House In Markham","https://www.airbnb.com/rooms/1429363420145427545","1429363420145427545","11680-16204","14025","269.71","34","152","8","17","Moderate","2","Individual","3.0","14","288","Entire home","Yes","Midscale","39","3.89","9","No","No","No","Yes","No","No","No","Yes","264","0","335634785","Flexible"
"Central Gem Fully Furnished: 4BR 4Bath Backyard","https://www.airbnb.com/rooms/1438661116648831230","1438661116648831230","12232-16262","14322","409.21","37","94","19","3","None","1","Small","4.0","15","450","Entire home","No","Upscale","87","4.65","20","No","No","No","Yes","No","No","No","Yes","N/A","0","667592964","Moderate"
"Full House","https://www.airbnb.com/rooms/1285027132246448606","1285027132246448606","11039-17600","14475","212.86","44","153","14","30","None","31","Small","4.5","8","277","Entire home","Yes","Midscale","213","N/A","0","No","No","No","Yes","No","No","No","Yes","363","0","295430284","Flexible"
"Beautiful Home In The Heart Of The Beaches","https://www.airbnb.com/rooms/18024165","18024165","11803-16575","14490","219.54","57","116","79","27","None","28","Small","3.0","8","241","Entire home","Yes","Midscale","250","4.9","41","No","No","No","Yes","No","Yes","No","Yes","0","1","50778946","Firm"
"Brand New 4 Bdr House In Pickering","https://www.airbnb.com/rooms/1317412213655821204","1317412213655821204","11792-17237","14756","263.49","17","329","5","7","None","3","Individual","2.5","6","296","Entire home","Yes","Midscale","5","5","6","No","No","No","Yes","No","No","No","Yes","178","1","662457726","Firm"
"Have Fun With Whole Family","https://www.airbnb.com/rooms/1405210606775036561","1405210606775036561","12210-17196","14944","160.69","66","141","19","30","Unknown","2","Unknown","2.5","4","189","Entire home","No","Midscale","47","4.8","5","No","No","No","Yes","No","No","No","No","69","0","501563213","Firm"
"50% Monthly Discount Renovated 4 Bdrs  Chic House","https://www.airbnb.com/rooms/1163297069231654897","1163297069231654897","11494-18549","15051","195.47","56","138","21","33","None","28","Small","1.0","6","331","Entire bungalow","Yes","Midscale","228","5","2","No","No","No","Yes","No","Yes","No","Yes","146","0","579306567","Flexible"
"Custom-Built Masterpiece Multi-Level House","https://www.airbnb.com/rooms/1521814430145525210","1521814430145525210","12302-17326","15057","501.9","70","43","22","6","Moderate","4","Individual","2.5","6","413","Entire home","Yes","Upscale","24","5","3","No","No","No","Yes","No","No","No","Yes","179","0","721526177","Super Strict 30 Days"
"Modern House Close To Downtown","https://www.airbnb.com/rooms/1485501726442743789","1485501726442743789","12447-17967","15463","386.58","53","76","16","6","Moderate","1","Small","5.5","12","383","Entire home","Yes","Upscale","33","5","6","No","No","No","Yes","No","No","No","Yes","249","1","586125771","Firm"
"Entire Modern Home | Spacious | Near Lake & Park","https://www.airbnb.com/rooms/955332940508738893","955332940508738893","12037-18411","15591","219.59","36","198","29","9","None","2","Individual","2.0","6","241","Entire home","Yes","Midscale","168","4.65","17","No","No","No","No","Yes","Yes","No","Yes","99","0","31650895","Firm"
"Cactus Escape: Modern Gem 4B/2.5B,Kitchen, Parking","https://www.airbnb.com/rooms/1493228547864583562","1493228547864583562","12785-18089","15641","195.51","88","91","4","24","Moderate","3","Large","2.5","8","248","Entire home","Yes","Midscale","15","4","3","No","No","No","Yes","No","Yes","No","Yes","34","0","486665447","Firm"
"Cozy Home In The Beaches","https://www.airbnb.com/rooms/1215952993020470019","1215952993020470019","11923-19307","15673","244.89","88","73","194","11","Low","3","Individual","2.5","6","386","Entire home","Yes","Midscale","267","5","2","No","Yes","No","Yes","No","Yes","No","Yes","107","0","4696416","Firm"
"Exclusive, Fancy And Spacious Modern Home","https://www.airbnb.com/rooms/1080759199284361638","1080759199284361638","13284-17923","15774","394.34","25","160","29","2","None","1","Small","4.5","12","442","Entire home","No","Upscale","5","4.47","34","No","No","No","No","No","No","No","No","54","0","537996569","Firm"
"2King, 2 Queen Beds, 4 Bedrooms","https://www.airbnb.com/rooms/1327577661322671411","1327577661322671411","12462-20111","16319","187.57","33","267","1","24","Low","28","Small","3.5","6","249","Entire home","Yes","Midscale","92","5","1","No","No","No","Yes","No","No","No","Yes","142","0","207357679","Flexible"
"4B2B ENTIREHouseNear Bayview Station Top Schools","https://www.airbnb.com/rooms/1277508310478017165","1277508310478017165","12837-20405","16550","153.24","48","226","50","25","Low","30","Moderate","1.5","8","270","Entire home","Yes","Midscale","140","5","1","No","No","No","Yes","No","Yes","No","Yes","143","0","479187034","Moderate"
"Spectacular Whole House","https://www.airbnb.com/rooms/21800439","21800439","13331-19529","16731","232.38","50","144","6","26","Low","28","Small","2.5","6","224","Entire home","Yes","Midscale","222","4.9","133","No","No","No","Yes","No","No","No","Yes","251","1","23310500","Strict"
"4BR Bungalow Private Escape By CityZen-Hideaway","https://www.airbnb.com/rooms/938493996119528866","938493996119528866","13510-19786","16829","195.69","24","361","0","24","None","28","Small","2.0","8","234","Entire bungalow","Yes","Midscale","5","4.4","10","No","No","Yes","Yes","No","Yes","No","Yes","157","0","526555803","Moderate"
"6-BR 2-Bath 2-level Home @ Don Mills TTC Subway","https://www.airbnb.com/rooms/669751399589353901","669751399589353901","13282-20255","16872","358.99","23","207","5","29","None","28","Moderate","2.0","8","677","Entire home","Yes","Upscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","374","0","467487096","Strict"
"Family Getaway • 5BR Home With Backyard & Parking","https://www.airbnb.com/rooms/1524796181795409360","1524796181795409360","13554-19671","16962","403.86","89","47","8","22","High","3","Moderate","6.0","11","506","Entire home","Yes","Upscale","19","3.5","2","No","No","No","Yes","No","Yes","No","Yes","N/A","0","709362827","Firm"
"Stylish Home W/Parking,Balcony, Backyard & By Park","https://www.airbnb.com/rooms/1030372998104327583","1030372998104327583","13954-19653","17079","279.98","62","98","12","27","Low","28","Small","3.5","8","393","Entire home","Yes","Midscale","268","5","13","No","No","No","Yes","No","Yes","No","Yes","57","1","67841338","Firm"
"Family Friendy House, 25 Minutes To Downtown","https://www.airbnb.com/rooms/1471357580898973690","1471357580898973690","14620-19666","17338","333.42","58","89","23","4","Moderate","2","Individual","2.5","10","352","Entire home","Yes","Upscale","20","5","23","No","No","No","Yes","No","No","No","Yes","142","1","709041819","Limited"
"New *Modern Luxurious* 4BDR W/ Parking","https://www.airbnb.com/rooms/620283550387810844","620283550387810844","13600-21465","17705","178.84","100","99","54","30","Moderate","28","Small","3.5","8","205","Entire home","Yes","Midscale","267","5","0","No","No","No","Yes","No","Yes","No","Yes","71","0","26489393","Firm"
"Custom & Luxurious  Residence","https://www.airbnb.com/rooms/1137241848311774065","1137241848311774065","14044-21996","18135","323.83","18","313","27","13","None","2","Individual","3.5","8","432","Entire home","Yes","Upscale","53","4.33","3","No","No","No","Yes","No","No","No","Yes","71","0","543615722","Moderate"
"Supreme Suites","https://www.airbnb.com/rooms/1289363724853098374","1289363724853098374","14346-21792","18223","149.37","53","232","13","8","High","2","Individual","2.5","8","180","Entire home","Yes","Economy","134","5","9","No","No","No","Yes","No","No","No","Yes","179","1","417388437","Moderate"
"Entire Home In Markham","https://www.airbnb.com/rooms/1301040568817837374","1301040568817837374","13765-22001","18298","257.71","40","179","28","5","None","2","Small","3.5","14","346","Entire home","No","Midscale","56","4.33","6","No","No","No","No","No","No","No","No","147","0","583365367","Firm"
"Stunning Leslieville Home 4BDRM/2.5 Bath/Parking","https://www.airbnb.com/rooms/1443412763207111887","1443412763207111887","14638-22101","18475","439.88","26","164","0","27","Low","28","Small","2.5","7","315","Entire home","Yes","Upscale","0","N/A","0","No","Yes","Yes","Yes","No","Yes","No","Yes","107","0","701233399","Flexible"
"Modern Luxe Beach Oasis","https://www.airbnb.com/rooms/765817518747300691","765817518747300691","14696-22978","18915","217.42","44","198","30","30","None","28","Small","3.5","8","300","Entire home","Yes","Midscale","168","4.75","8","No","No","No","Yes","No","No","No","Yes","107","0","2029225","Moderate"
"5BR Entire Home Cornell, Markham","https://www.airbnb.com/rooms/1431943214219208577","1431943214219208577","16503-22162","19628","220.54","94","95","73","7","Moderate","2","Individual","3.5","10","214","Entire home","Yes","Midscale","102","4.96","24","No","No","No","Yes","No","No","No","Yes","142","1","698233657","Moderate"
"4b4b Sheppard Elegant House 5mins To Fairview Mall","https://www.airbnb.com/rooms/1244240261216250830","1244240261216250830","15505-23799","19724","168.58","34","342","19","31","Moderate","31","Moderate","2.0","8","336","Entire home","Yes","Midscale","24","4.51","0","No","No","No","Yes","No","No","No","Yes","215","0","479187034","Moderate"
"Spacious 4BR Home 15 Mins To Downtown Sleeps 10","https://www.airbnb.com/rooms/1300860826143766769","1300860826143766769","17243-22696","20164","252.05","73","110","15","4","High","1","Individual","3.0","10","253","Entire home","No","Midscale","11","4","17","No","No","No","No","No","No","No","No","0","0","650202404","Firm"
"Winter Deal! Modern 4BR W/Parking, Prime Location","https://www.airbnb.com/rooms/1261191721680406772","1261191721680406772","16784-23113","20302","375.97","51","106","6","8","High","2","Small","3.5","8","446","Entire home","Yes","Upscale","260","4.96","23","No","No","Yes","Yes","No","Yes","No","Yes","135","1","522440970","Strict"
"Cozy 4BR Near 401, 407 & Toronto","https://www.airbnb.com/rooms/1379188872607559588","1379188872607559588","17338-23084","20471","146.22","78","179","22","14","Moderate","5","Individual","2.5","9","155","Entire home","Yes","Economy","72","5","13","No","No","No","Yes","No","Yes","No","Yes","143","1","468422787","Flexible"
"Gorgeous, 4-bdrm, Greektown/Riverdale House","https://www.airbnb.com/rooms/42735303","42735303","15096-23801","20681","184.65","42","269","41","15","None","30","Small","2.0","6","246","Entire home","Yes","Midscale","97","5","1","No","No","No","Yes","No","Yes","No","Yes","251","0","103019089","Flexible"
"Home Away From Home.","https://www.airbnb.com/rooms/1250578664569614508","1250578664569614508","16468-25118","21113","183.59","78","148","18","20","None","6","Individual","2.5","8","238","Entire home","Yes","Midscale","202","5","5","No","No","No","Yes","No","Yes","No","Yes","107","1","93485782","Firm"
"Classic Leslieville Home, Garden","https://www.airbnb.com/rooms/53398596","53398596","16790-25312","21321","192.08","58","191","122","20","None","3","Individual","1.5","7","277","Entire home","Yes","Midscale","175","4.8","10","No","No","No","Yes","No","No","No","No","178","0","405436257","Firm"
"Fabulous 4 Bedroom Home","https://www.airbnb.com/rooms/1427064280257534009","1427064280257534009","18076-24069","21487","223.82","86","112","69","7","Moderate","2","Small","2.5","11","260","Entire home","Yes","Midscale","85","4.65","23","No","No","No","Yes","No","Yes","No","Yes","106","0","3978405","Limited"
"LakeView House With Private Pool","https://www.airbnb.com/rooms/978465021358012324","978465021358012324","15940-26656","21617","600.48","14","253","54","5","Low","28","Small","4.0","16","834","Entire home","No","Upscale","0","4.5","2","No","No","No","Yes","Yes","Yes","No","Yes","258","0","146826674","Flexible"
"Charming 4br W Private Backyard","https://www.airbnb.com/rooms/1161872652459209780","1161872652459209780","16441-26675","21915","112.96","81","240","29","31","Moderate","2","Small","1.5","8","163","Entire home","Yes","Economy","126","4.5","2","No","No","No","Yes","No","No","No","Yes","142","0","35253785","Strict"
"Lemurian Kudil.","https://www.airbnb.com/rooms/731035588604475670","731035588604475670","16598-25340","22010","196.52","47","239","4","2","None","1","Individual","2.5","7","255","Entire home","Yes","Midscale","127","0","0","No","No","No","Yes","No","No","No","Yes","0","0","348917948","Firm"
"50% Off Monthly Discount. Beautiful 2 Story House","https://www.airbnb.com/rooms/49073798","49073798","16245-27321","22050","155.28","81","176","5","26","None","28","Small","2.5","9","264","Entire home","Yes","Midscale","190","5","9","No","No","No","Yes","No","No","No","Yes","114","0","155309789","Firm"
"Lakeside Unit-Close To Downtown","https://www.airbnb.com/rooms/1233975790987180206","1233975790987180206","16728-26207","22153","235.67","33","287","93","50","None","28","Small","3.5","9","254","Entire home","Yes","Midscale","73","5","3","No","No","No","Yes","No","No","No","Yes","92","0","598830284","Firm"
"The Taunton House","https://www.airbnb.com/rooms/1403634340364066764","1403634340364066764","20108-25158","22352","266.09","42","201","22","5","None","1","Small","1.5","8","297","Entire home","Yes","Midscale","30","4.93","30","No","No","No","Yes","No","No","No","Yes","85","1","470081309","Moderate"
"Your Home Away From Home. Close To Everything.","https://www.airbnb.com/rooms/597259795004726799","597259795004726799","19572-25604","22850","99.78","67","342","42","5","Moderate","2","Individual","2.0","8","124","Entire home","Yes","Economy","24","4.96","69","No","No","No","Yes","No","No","No","Yes","69","1","271300743","Flexible"
