Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Serene Urban Suite","https://www.airbnb.com/rooms/1484356638875993827","1484356638875993827","8655-13046","10924","145.65","56","133","1","38","None","28","Moderate","3.0","6","197","Entire townhouse","Yes","Economy","89","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","157953450","Firm"
"Elegant 3BR Toronto Home • Fully Equipped + Piano","https://www.airbnb.com/rooms/1588366132612642231","1588366132612642231","8636-13190","11006","268.44","64","64","15","6","High","2","Individual","1.0","7","352","Entire home","Yes","Midscale","N/A","5","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","735839320","Flexible"
"Luxurious Modern House In Downtown Toronto","https://www.airbnb.com/rooms/686914694458942844","686914694458942844","10429-13943","12136","433.44","78","36","134","30","None","28","Small","3.5","6","484","Entire home","No","Midscale","246","5","N/A","No","No","No","Yes","No","Yes","No","Yes","215","N/A","280788930","Strict"
"Elite 3BR Urban Oasis King Bed &Free Parking","https://www.airbnb.com/rooms/1555315543387500025","1555315543387500025","9979-14905","12672","263.99","65","74","10","4","None","1","Individual","2.0","8","315","Entire rental unit","Yes","Midscale","6","4.25","8","No","No","No","Yes","No","No","No","No","N/A","N/A","727950594","Firm"
"Family Friendly 3 Bedroom In Little Italy (Upper)","https://www.airbnb.com/rooms/29216938","29216938","10020-15256","12690","352.49","36","101","72","32","Low","28","Small","1.0","6","223","Entire home","No","Midscale","137","4.75","4","No","No","No","Yes","No","No","No","Yes","196","N/A","1430894","Strict"
"New Decorated 3 Bdrm 2nd Floor Unit Walk To UofT","https://www.airbnb.com/rooms/771853826000413213","771853826000413213","10430-15304","12796","115.28","82","135","7","40","None","1","Moderate","1.0","5","189","Entire home","No","Economy","95","5","10","No","No","No","Yes","No","No","No","Yes","72","1","142896840","Firm"
"Urban Oasis With Soaker Tub For 2 | Little Italy","https://www.airbnb.com/rooms/1259378390665573560","1259378390665573560","10419-15704","13149","292.21","19","239","4","25","High","31","Small","2.5","3","287","Entire home","Yes","Midscale","127","N/A","N/A","No","Yes","No","Yes","No","No","No","Yes","322","N/A","170201147","Firm"
"Modern 3Br Condo With Balcony Downtown Toronto","https://www.airbnb.com/rooms/1527453867097639302","1527453867097639302","10118-16061","13278","207.47","65","98","35","5","Moderate","28","Small","2.0","7","297","Entire condo","Yes","Midscale","44","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","501738022","Firm"
"Modern 3 Bedroom Toronto Downtown Apartment","https://www.airbnb.com/rooms/861866506827820963","861866506827820963","11183-17485","14259","84.88","80","210","22","35","None","31","Small","1.0","6","108","Entire rental unit","Yes","Economy","156","4.51","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","202338294","Firm"
"Annex-Yorkville House","https://www.airbnb.com/rooms/1175312898098326406","1175312898098326406","11372-17141","14352","398.66","16","230","41","26","None","28","Individual","2.0","10","486","Entire home","Yes","Midscale","136","N/A","N/A","No","No","No","Yes","No","No","No","Yes","143","N/A","37139892","Flexible"
"One-of-a-Kind Home In Kensington Market","https://www.airbnb.com/rooms/46235470","46235470","11238-17202","14364","107.2","67","200","89","27","Low","28","Small","1.0","4","138","Entire townhouse","Yes","Economy","166","5","24","No","No","No","Yes","No","No","No","No","143","1","10968137","Firm"
"3BR Home W/ 2 Free Parking - Long Term Stay","https://www.airbnb.com/rooms/1558071576189381085","1558071576189381085","11440-17244","14438","244.72","78","76","24","43","None","28","Small","2.0","6","363","Entire guest suite","No","Midscale","4","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","594252685","Flexible"
"Spacious 2 Floor Home For Groups And Friends!","https://www.airbnb.com/rooms/1561163452172630739","1561163452172630739","12115-16495","14514","329.87","44","99","9","4","High","1","Small","2.0","8","254","Entire home","Yes","Midscale","8","4.92","12","No","No","No","Yes","No","No","No","Yes","N/A","1","730725930","Limited"
"Private Downtown Home 5 Beds Near CN Tower!","https://www.airbnb.com/rooms/1584256244738028131","1584256244738028131","11442-18018","15019","395.23","51","74","16","3","Moderate","1","Individual","3.0","10","394","Entire rental unit","Yes","Midscale","6","4.75","4","No","No","No","Yes","No","No","No","Yes","N/A","N/A","279784457","Flexible"
"Luxury-Modern Home In Annex/Casa Loma ·3BR+Parking","https://www.airbnb.com/rooms/1583499551236387657","1583499551236387657","12090-17761","15142","265.65","84","68","13","7","Moderate","1","Individual","2.0","6","380","Entire home","Yes","Midscale","11","5","7","No","No","Yes","Yes","No","No","No","Yes","N/A","1","348907463","Firm"
"Luxury 2 BR + Den CN Tower Condo","https://www.airbnb.com/rooms/1574838741998259721","1574838741998259721","12234-17939","15295","392.17","54","72","9","3","None","1","Small","2.0","8","373","Entire rental unit","Yes","Midscale","21","4.25","8","No","Yes","No","Yes","Yes","No","No","Yes","N/A","N/A","120541947","Firm"
"Lovely 3bdrm Home Away From Home","https://www.airbnb.com/rooms/1484287790170935945","1484287790170935945","12127-18789","15415","220.21","56","124","1","23","None","28","Moderate","3.5","6","281","Entire townhouse","Yes","Midscale","98","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","179","N/A","157953450","Firm"
"Magnificent Downtown Queen W Suite - New Reno","https://www.airbnb.com/rooms/24021311","24021311","12811-18014","15599","119.08","44","296","30","32","None","28","Small","1.0","8","146","Entire rental unit","Yes","Economy","70","4.72","118","No","No","No","Yes","No","Yes","No","Yes","71","N/A","29732268","Strict"
"Bloordale Gem, Stylish & Cozy Retreat","https://www.airbnb.com/rooms/1565386713712543372","1565386713712543372","13379-18083","15905","244.69","64","101","13","3","Low","1","Individual","1.0","8","270","Entire rental unit","Yes","Midscale","9","4.69","16","No","No","No","Yes","No","No","No","No","N/A","N/A","727589823","Firm"
"Penthouse 2-story Loft (Downtown Toronto)","https://www.airbnb.com/rooms/901509279632217361","901509279632217361","13690-18303","15931","513.91","23","136","N/A","31","None","28","Individual","1.5","5","1470","Entire condo","Yes","Upscale","230","N/A","N/A","No","No","No","Yes","No","No","No","Yes","178","N/A","6264329","Firm"
"DT Core With Parking - 3 Beds","https://www.airbnb.com/rooms/1280420418371175944","1280420418371175944","12793-18903","15999","258.05","23","267","45","15","None","28","Individual","1.0","6","249","Entire home","Yes","Midscale","99","4.63","8","No","No","No","Yes","No","No","No","Yes","57","N/A","80368179","Firm"
"Stunning Downtown Hideaway- FREE PARKING","https://www.airbnb.com/rooms/26865556","26865556","13155-19239","16350","151.39","97","111","58","29","Moderate","28","Individual","1.0","8","379","Entire rental unit","Yes","Midscale","255","4.77","69","No","No","No","Yes","No","No","No","Yes","93","1","21842077","Limited"
"Spacious Luxury 3BR · Prime Queen West","https://www.airbnb.com/rooms/634783635099225753","634783635099225753","12524-19467","16432","283.32","31","187","N/A","32","Moderate","28","Moderate","2.5","8","392","Entire home","Yes","Midscale","179","5","5","No","No","Yes","Yes","No","Yes","No","Yes","143","N/A","165124493","Firm"
"Modern 3BR Retreat · Steps To Cafés","https://www.airbnb.com/rooms/866884769280189005","866884769280189005","13632-19114","16648","144.77","43","265","47","37","Moderate","28","Moderate","1.0","8","190","Entire home","Yes","Economy","101","4.7","33","No","No","No","Yes","No","Yes","No","Yes","72","N/A","165124493","Firm"
"Rejuvenate In Luxurious Family Oasis","https://www.airbnb.com/rooms/1024140511425559367","1024140511425559367","12589-20548","16803","168.03","53","189","76","22","Low","28","Moderate","2.5","6","335","Entire home","Yes","Midscale","177","5","3","No","No","No","Yes","No","Yes","No","Yes","161","N/A","9817479","Firm"
"Beautiful & Bright Modern House","https://www.airbnb.com/rooms/784704088453128023","784704088453128023","12834-19949","16839","210.49","100","80","21","45","None","28","Individual","2.5","6","307","Entire home","Yes","Midscale","27","5","3","No","No","No","Yes","No","No","No","Yes","88","N/A","131652715","Strict"
"2 Parking/10 Beds/MtCC Rogers CN Exhibition","https://www.airbnb.com/rooms/39825563","39825563","14060-19516","16846","647.94","65","40","48","3","Moderate","2","Small","2.0","12","660","Entire home","No","Upscale","14","4.96","109","No","No","No","Yes","No","No","No","Yes","148","1","304355450","Firm"
"3 Bedroom Home In Toronto","https://www.airbnb.com/rooms/621242772492747553","621242772492747553","14243-19769","17065","193.93","47","189","39","15","Low","4","Small","1.0","3","255","Entire home","No","Midscale","59","4.58","33","No","No","No","Yes","No","No","No","Yes","43","N/A","221439198","Flexible"
"Furnished 2bed Condo In Downtown Toronto, Sleeps 4","https://www.airbnb.com/rooms/871728914631672989","871728914631672989","15217-19410","17229","165.66","63","164","51","6","High","1","Individual","1.0","5","171","Entire condo","Yes","Midscale","160","4.83","29","No","No","No","Yes","No","Yes","No","Yes","142","1","121767536","Moderate"
"Hotel Chic View Location","https://www.airbnb.com/rooms/1361757265835921865","1361757265835921865","13455-21072","17359","244.49","24","295","6","19","None","28","Small","2.0","6","318","Entire rental unit","Yes","Midscale","29","N/A","N/A","No","No","No","Yes","No","No","No","Yes","61","N/A","565590845","Firm"
"Toronto Deluxe Suites 3BDR Condo","https://www.airbnb.com/rooms/1399581693228783428","1399581693228783428","14012-20492","17415","147.58","63","188","37","35","Moderate","28","Individual","2.0","3","233","Entire rental unit","Yes","Economy","117","4.25","4","No","No","No","Yes","No","Yes","No","Yes","186","N/A","690082149","Firm"
"A Convenient Ossington","https://www.airbnb.com/rooms/29515631","29515631","15011-20047","17475","260.82","47","143","48","4","Moderate","1","Individual","1.0","6","297","Entire home","Yes","Midscale","99","4.96","28","No","No","No","Yes","No","No","No","No","N/A","1","511778","Flexible"
"RentX | Waterfront Penthouse W/ Private Elevator","https://www.airbnb.com/rooms/1553073444895887793","1553073444895887793","13901-21409","17729","347.63","52","98","1","23","High","28","Moderate","2.5","8","461","Entire rental unit","Yes","Midscale","8","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","394146728","Flexible"
"Cheerful Four Bedroom Home In Trinity Bellwoods.","https://www.airbnb.com/rooms/54278250","54278250","13482-20804","17897","178.97","32","316","4","3","None","30","Individual","2.0","6","238","Entire home","Yes","Midscale","11","4.96","N/A","No","No","No","Yes","No","No","No","Yes","393","N/A","254569147","Firm"
"Two Story Home & Garden In Vibrant Neighbourhood","https://www.airbnb.com/rooms/31112902","31112902","15950-20288","18110","177.55","72","142","38","4","None","1","Individual","1.0","6","191","Entire home","Yes","Midscale","224","4.82","188","No","No","No","Yes","No","Yes","No","Yes","71","1","43108777","Firm"
"Fun Stay In Downtown Toronto","https://www.airbnb.com/rooms/1275499931247916032","1275499931247916032","16628-20226","18193","147.91","76","162","78","2","None","1","Individual","1.0","6","174","Entire home","No","Economy","101","4.29","38","No","No","No","Yes","No","Yes","No","Yes","36","N/A","164078938","Moderate"
"3BR 3Bath | King Bed | High Park | Gym | Netflix","https://www.airbnb.com/rooms/1513771480204372228","1513771480204372228","15409-21387","18462","209.8","78","113","10","21","High","3","Individual","3.0","8","223","Entire condo","Yes","Midscale","30","4.61","18","No","No","No","Yes","No","No","No","Yes","125","N/A","719802574","Moderate"
"Gorgeous Queen West Apartments - Main Floor","https://www.airbnb.com/rooms/31645057","31645057","15263-21462","18585","118.37","43","366","39","42","None","28","Small","1.0","8","146","Entire rental unit","Yes","Economy","N/A","4.64","94","No","No","No","Yes","No","Yes","No","Yes","72","N/A","29732268","Flexible"
"Toronto Gorgeous Apartment Terrace 3 Bdrm 2 Bath","https://www.airbnb.com/rooms/25139073","25139073","15655-21691","18675","121.27","57","270","7","26","Low","28","Moderate","2.0","4","155","Entire condo","Yes","Economy","96","4.87","70","No","No","No","Yes","Yes","No","No","Yes","143","N/A","159735119","Strict"
"Stylish 1300 Ft² Loft: 3BR + Patio @ Queen West","https://www.airbnb.com/rooms/51229104","51229104","14497-22321","18962","246.26","22","344","N/A","39","None","28","Individual","2.0","7","733","Entire loft","Yes","Midscale","22","4.84","82","No","No","No","Yes","No","Yes","No","Yes","161","N/A","299152231","Strict"
"Cute 2+1 Bdrm, 1 Bath W/Prking @ Trinity Bellwoods","https://www.airbnb.com/rooms/40729698","40729698","15897-22027","18964","263.39","26","273","30","17","None","28","Small","1.0","5","293","Entire home","Yes","Midscale","93","4.8","66","No","No","No","Yes","No","No","No","Yes","86","N/A","161392","Firm"
"Modern Family Escape In Vibrant Ossington","https://www.airbnb.com/rooms/1220979232339314171","1220979232339314171","17731-22189","19583","264.64","81","91","60","4","High","1","Small","2.0","6","269","Entire rental unit","No","Midscale","N/A","4.91","65","No","No","No","Yes","No","No","No","No","89","1","549971121","Firm"
"Executive 3BR Skyline View Condo W/ Sauna, Parking","https://www.airbnb.com/rooms/25294111","25294111","16171-22673","19748","173.23","63","181","10","27","High","60","Individual","2.0","8","196","Entire condo","Yes","Midscale","185","4.92","239","No","No","No","Yes","No","No","No","Yes","82","N/A","191068536","Strict"
"57th Floor Penthouse CN Tower Views","https://www.airbnb.com/rooms/1585114587389666917","1585114587389666917","16517-22785","19924","442.75","88","51","12","3","High","1","Individual","2.0","8","409","Entire rental unit","Yes","Midscale","15","4.62","13","No","No","No","Yes","No","No","No","Yes","N/A","N/A","736146209","Firm"
"Classy 2 Bdrm + Den Condo","https://www.airbnb.com/rooms/1039091637487065511","1039091637487065511","15457-24565","20326","116.82","64","272","22","26","Low","28","Individual","2.0","6","162","Entire condo","Yes","Economy","94","5","N/A","No","Yes","No","Yes","Yes","No","No","Yes","122","N/A","549432207","Firm"
"CN Tower View W/ Huge Balcony At Central Location","https://www.airbnb.com/rooms/816742513534508983","816742513534508983","17100-23734","20488","93.98","86","253","23","30","High","1","Individual","2.0","8","123","Entire condo","Yes","Economy","113","4.72","87","No","No","No","Yes","No","No","No","Yes","179","1","495790862","Limited"
"New, Custom-built Downtown Toronto House","https://www.airbnb.com/rooms/643905309967841822","643905309967841822","15394-25127","20548","587.07","97","36","3","10","Low","3","Individual","2.5","6","756","Entire home","Yes","Upscale","145","5","4","No","No","No","Yes","No","No","No","Yes","73","N/A","109681944","Limited"
"Skyline Serenity Luxe Penthouse","https://www.airbnb.com/rooms/1355972384835108548","1355972384835108548","16027-25100","20677","161.54","35","366","38","30","Moderate","28","Individual","2.0","6","278","Entire rental unit","Yes","Midscale","N/A","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","678689206","Limited"
"Luxurious Downtown Retreat","https://www.airbnb.com/rooms/1156703975993320959","1156703975993320959","16798-24435","20884","360.07","89","65","93","6","High","1","Individual","2.0","6","450","Entire condo","Yes","Midscale","259","5","8","No","Yes","No","Yes","Yes","No","No","Yes","70","1","19327449","Moderate"
"Modern Luxury Retreat In The Heart Of Toronto","https://www.airbnb.com/rooms/1538684087721383663","1538684087721383663","17145-24383","21121","1005.78","25","85","26","2","Low","1","Small","5.0","10","1007","Entire home","Yes","Upscale","45","5","9","No","No","No","Yes","No","No","No","Yes","N/A","1","31879666","Firm"
"Spacious Waterfront 3 Bedrooms (1350 SQ Ft)","https://www.airbnb.com/rooms/38605855","38605855","16196-25398","21213","192.84","57","194","15","38","Low","28","Individual","2.0","5","282","Entire condo","Yes","Midscale","172","5","3","No","No","No","Yes","No","No","No","Yes","107","N/A","11635710","Firm"
"Stunning 3bed,1.5ba, 2levels Of Home, Deck,Parking","https://www.airbnb.com/rooms/51784343","51784343","16100-25155","21281","122.3","48","362","28","31","Moderate","28","Small","1.5","4","178","Entire home","Yes","Economy","4","4.95","22","No","No","No","Yes","No","No","No","Yes","214","1","51070968","Flexible"
"Chic Ossington Escape 3BR W Patio In Downtown","https://www.airbnb.com/rooms/1541458649840349004","1541458649840349004","18438-25166","22181","326.2","64","106","15","3","Low","1","Individual","1.5","6","380","Entire home","Yes","Midscale","35","5","12","No","No","No","Yes","No","No","No","Yes","N/A","1","666831687","Firm"
"Modern Chic Home In Downtown Toronto","https://www.airbnb.com/rooms/1316926205545017680","1316926205545017680","20130-25257","22213","304.29","92","79","46","3","High","1","Small","2.0","8","266","Entire rental unit","No","Midscale","3","4.84","37","No","No","No","Yes","No","No","No","Yes","N/A","N/A","544295592","Firm"
"Core Downtown Condo W Lakeview","https://www.airbnb.com/rooms/1039400044505279034","1039400044505279034","16744-25730","22259","185.49","33","366","4","3","None","50","Individual","1.0","5","248","Entire rental unit","Yes","Midscale","N/A","5","N/A","No","Yes","No","Yes","Yes","No","No","Yes","N/A","N/A","524959596","Flexible"
"WORLD CUP Massive Townhouse Next To Stadium Ground","https://www.airbnb.com/rooms/945821647412792236","945821647412792236","17603-26803","22294","557.35","12","343","5","26","High","28","Individual","3.0","8","836","Entire rental unit","Yes","Upscale","23","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","4670700","Flexible"
"Hommy 3BR/2Bath 10mins Walk2 CNTower/Rogers/MTCC","https://www.airbnb.com/rooms/51599311","51599311","18613-25112","22432","590.31","13","284","N/A","38","High","100","Small","2.0","4","980","Entire condo","Yes","Upscale","82","4.92","64","No","No","No","Yes","No","No","No","Yes","178","1","223221924","Strict"
"Luxurious 3BR Home In Queen West","https://www.airbnb.com/rooms/1334999333693461072","1334999333693461072","17642-26953","22733","413.32","15","366","35","30","Moderate","28","Individual","3.0","6","567","Entire home","Yes","Midscale","N/A","4","1","No","No","No","Yes","No","Yes","No","Yes","380","N/A","672976907","Firm"
"Downtown 3BR Condo | Skyline Views | Free Parking","https://www.airbnb.com/rooms/1569647126811248677","1569647126811248677","19373-26281","23130","593.08","46","84","23","3","High","1","Individual","2.5","16","520","Entire condo","Yes","Upscale","11","4.92","13","No","No","No","Yes","No","No","No","Yes","N/A","1","657137588","Firm"
"Chic 3-BR Bloor Dale Gem: Stylish Stay + Parking!","https://www.airbnb.com/rooms/1311666149715699980","1311666149715699980","19749-26119","23195","386.58","64","94","60","6","High","1","Small","1.0","8","310","Entire rental unit","No","Midscale","21","4.82","76","No","No","No","Yes","No","No","No","Yes","N/A","N/A","548842436","Firm"
"Luxury Condo Downtown Toronto","https://www.airbnb.com/rooms/1227004375982202430","1227004375982202430","17750-28753","23352","144.15","57","283","37","29","High","28","Small","2.0","6","208","Entire rental unit","Yes","Economy","83","5","2","No","No","No","Yes","No","No","No","Yes","90","N/A","17927540","Firm"
"Cosy 3 Bedroom Semi Detached Home Downtown Toronto","https://www.airbnb.com/rooms/52258156","52258156","20200-27454","24305","222.98","33","331","142","3","Moderate","5","Individual","2.0","5","297","Entire home","Yes","Midscale","35","4.93","28","No","No","No","Yes","No","No","No","No","177","1","20575778","Flexible"
"Luxury Modern Retreat In Toronto","https://www.airbnb.com/rooms/1350668617660746732","1350668617660746732","18595-30156","24731","147.21","56","298","19","34","None","28","Individual","2.5","6","218","Entire home","Yes","Economy","68","5","2","No","No","No","Yes","No","Yes","No","Yes","107","N/A","531848337","Flexible"
"Spacious 3BR Condo With Patio & Free Parking","https://www.airbnb.com/rooms/1550098767411150255","1550098767411150255","21097-28212","24863","443.98","60","94","13","5","None","1","Individual","2.0","7","479","Entire rental unit","Yes","Midscale","17","4.64","11","No","No","No","Yes","No","No","No","No","N/A","N/A","726726934","Firm"
"Hommy 3 Beds/2 Baths+Balcony 10mins Walk2 CN Tower","https://www.airbnb.com/rooms/1317451966876012775","1317451966876012775","19938-30053","25163","318.52","24","324","35","40","High","100","Small","2.0","4","833","Entire condo","Yes","Midscale","42","N/A","N/A","No","No","No","Yes","No","No","No","Yes","168","N/A","223221924","Firm"
"Luxury Hotel Inspired Condo In Heart Of Toronto","https://www.airbnb.com/rooms/864555852549439753","864555852549439753","19320-30744","25206","235.57","58","183","24","26","None","28","Individual","2.0","5","569","Entire condo","Yes","Midscale","157","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","107","N/A","35706319","Flexible"
"3BD- Little Italy, Family Parking Walk To BMO-FIFA","https://www.airbnb.com/rooms/33416429","33416429","21056-29598","25709","421.45","75","81","60","5","None","1","Individual","3.0","6","425","Entire townhouse","Yes","Midscale","285","4.96","56","No","No","No","Yes","No","No","No","Yes","142","1","90102218","Strict"
"Apartment Close To CN- RogerCenter- Scotian Arena","https://www.airbnb.com/rooms/1458057263020448291","1458057263020448291","21488-29898","25832","201.81","91","141","53","28","Low","30","Individual","2.0","5","254","Entire rental unit","Yes","Midscale","46","4.83","6","No","No","No","Yes","No","No","No","Yes","36","N/A","508774141","Moderate"
"House In TOs Ossington Strip","https://www.airbnb.com/rooms/1228383924400188085","1228383924400188085","23554-29087","26011","295.58","96","92","76","3","High","3","Small","1.5","6","280","Entire home","No","Midscale","23","4.86","71","No","No","No","No","No","No","No","No","73","N/A","539417775","Flexible"
"Historic Home With Modern Decor In Downtown Toronto","https://www.airbnb.com/rooms/20692252","20692252","21187-30483","26212","174.75","46","328","19","28","High","28","Small","2.0","7","189","Entire townhouse","Yes","Midscale","13","4.86","44","No","No","No","Yes","No","Yes","No","Yes","178","N/A","148091094","Firm"
"Modern 3BR Condo Heart Of Entertainment District","https://www.airbnb.com/rooms/1547939682813052436","1547939682813052436","22523-30526","26722","366.06","65","112","15","4","None","1","Individual","2.0","8","429","Entire rental unit","Yes","Midscale","13","4.67","15","No","No","No","Yes","No","No","No","No","N/A","N/A","726817777","Firm"
"Elegant 3BR Escape Modern Vibes W Parking!","https://www.airbnb.com/rooms/1502315049363499314","1502315049363499314","24346-30714","27542","316.58","75","116","16","3","High","2","Individual","3.0","8","293","Entire home","Yes","Midscale","70","4.82","34","No","No","No","Yes","No","No","No","Yes","128","N/A","707373604","Firm"
"Private Oasis In The Annex 2000 Sq Ft Of Luxury","https://www.airbnb.com/rooms/47050744","47050744","20330-33420","27636","130.36","96","221","20","26","Moderate","31","Moderate","3.0","6","216","Entire rental unit","Yes","Economy","145","5","6","No","No","No","Yes","No","No","No","Yes","359","N/A","273658759","Firm"
"Lux Gated Home Parking+Yard–FIFA World Cup-Queen W","https://www.airbnb.com/rooms/1544304267313722304","1544304267313722304","21298-33738","27927","716.08","55","71","1","2","High","3","Small","3.5","8","904","Entire home","Yes","Upscale","62","N/A","N/A","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","14816055","Flexible"
"Toronto Home With A View","https://www.airbnb.com/rooms/24817089","24817089","20671-32474","28273","264.23","42","256","4","11","None","29","Small","1.0","6","439","Entire home","Yes","Midscale","110","5","1","No","No","No","Yes","No","Yes","No","Yes","86","N/A","17280006","Strict"
"Centrally Located 3-BR Condo In DT Toronto","https://www.airbnb.com/rooms/29514326","29514326","21959-33735","28434","188.31","46","327","110","24","None","28","Large","2.0","5","230","Entire rental unit","Yes","Midscale","39","4.79","19","No","No","No","Yes","No","No","No","Yes","N/A","N/A","785826","Firm"
"The Dovercourt House - Dining/Cafe/Transit/Parking","https://www.airbnb.com/rooms/1017558606092467677","1017558606092467677","23508-33084","28948","268.04","43","252","61","7","None","28","Individual","2.0","6","326","Entire home","Yes","Midscale","114","4.54","26","No","No","No","Yes","No","Yes","No","Yes","178","N/A","544935029","Firm"
"Beautiful Spacious West End House","https://www.airbnb.com/rooms/1242683","1242683","23612-35542","29683","166.76","96","186","139","21","None","5","Individual","1.5","4","241","Entire townhouse","Yes","Midscale","180","4.9","39","No","No","No","Yes","No","No","No","No","108","N/A","6773217","Firm"
"The Palmerston | Modern 3BR | Prime Annex Location","https://www.airbnb.com/rooms/1498833237248935841","1498833237248935841","22632-35734","29982","168.44","87","204","3","33","Moderate","28","Small","1.0","6","197","Entire rental unit","Yes","Midscale","N/A","5","2","No","No","No","Yes","No","Yes","No","No","N/A","N/A","1614013","Flexible"
"Luxury Suite In The Sky - Downtown + Lake Views!","https://www.airbnb.com/rooms/1374725657897255988","1374725657897255988","24206-35668","30493","196.73","75","207","19","36","Low","31","Moderate","2.0","6","226","Entire rental unit","Yes","Midscale","117","5","4","No","No","No","Yes","No","No","No","Yes","143","N/A","483699651","Limited"
"Dreamspace 3-bedroom W/1 Parking","https://www.airbnb.com/rooms/1508780672060572299","1508780672060572299","25711-35362","30617","510.29","43","138","28","3","Moderate","1","Individual","2.0","9","519","Entire rental unit","Yes","Upscale","52","4.79","14","No","No","No","Yes","No","No","No","Yes","93","N/A","714852226","Firm"
"Charming 3-BR Condo In DR Toronto","https://www.airbnb.com/rooms/18972306","18972306","25186-36696","31436","200.23","61","259","43","22","Moderate","28","Large","2.0","5","234","Entire rental unit","Yes","Midscale","107","4.9","29","No","No","No","Yes","No","No","No","Yes","139","N/A","785826","Firm"
"Executive Downtown 3BR | Prime Front St W","https://www.airbnb.com/rooms/898392775042743466","898392775042743466","24592-39058","31911","155.66","58","353","7","29","Moderate","30","Moderate","2.0","6","219","Entire rental unit","Yes","Midscale","13","5","1","No","Yes","No","Yes","Yes","No","No","Yes","357","N/A","37514178","Firm"
"Bright Victorian Family Home In Toronto","https://www.airbnb.com/rooms/879855416008588694","879855416008588694","24656-38045","32730","355.76","41","226","4","3","None","28","Individual","3.5","6","475","Entire home","Yes","Midscale","140","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","512240558","Flexible"
"Chic Downtown Condo | Walk To CN Tower & Core","https://www.airbnb.com/rooms/1548565432755434534","1548565432755434534","27303-37014","32739","503.67","61","107","8","4","High","1","Individual","2.0","8","468","Entire rental unit","Yes","Upscale","18","4.71","14","No","No","No","Yes","No","No","No","Yes","N/A","N/A","727830895","Firm"
"Brand New Penthouse 3BR 2BA Private Balcony","https://www.airbnb.com/rooms/1343479562808512829","1343479562808512829","25351-40610","33179","152.2","92","238","40","43","Moderate","31","Moderate","2.0","6","215","Entire condo","Yes","Midscale","128","5","1","No","No","No","Yes","Yes","No","No","Yes","215","N/A","482664082","Super Strict 30 Days"
"Published Zen Retreat + Nanny Suite | Little Italy","https://www.airbnb.com/rooms/22967387","22967387","26964-39432","33511","272.45","37","337","20","31","High","31","Small","2.5","6","413","Entire home","Yes","Midscale","29","4.85","47","No","Yes","No","Yes","No","No","No","Yes","322","N/A","170201147","Firm"
"Charming 3 Beds Ossington Home!","https://www.airbnb.com/rooms/1244510232936937990","1244510232936937990","28509-37554","33791","359.48","82","114","52","4","Unknown","1","Unknown","1.5","6","355","Entire townhouse","No","Midscale","65","4.48","21","No","No","No","Yes","No","No","No","Yes","72","N/A","651090849","Firm"
"Luxury Designer Home-Stylish Getaway In The City","https://www.airbnb.com/rooms/1053865686576590565","1053865686576590565","29016-39188","34367","195.27","62","285","16","24","Moderate","28","Small","2.5","7","286","Entire home","Yes","Midscale","81","4.74","35","No","No","No","Yes","No","No","No","Yes","107","N/A","111160674","Firm"
"Newly Renovated 3 Bdrm 2.5 Bath Home","https://www.airbnb.com/rooms/806794932496428883","806794932496428883","28479-42022","34716","221.12","86","183","30","35","None","28","Small","1.5","6","228","Entire home","No","Midscale","7","5","10","No","No","No","No","No","No","No","No","109","N/A","6335229","Moderate"
"Modern Queen West Retreat  Massive Patio 65\" TV","https://www.airbnb.com/rooms/1558852893518734673","1558852893518734673","31847-39648","35133","524.37","74","90","19","2","None","1","Individual","1.0","8","473","Entire rental unit","Yes","Upscale","22","4.93","29","No","No","No","Yes","No","No","No","No","N/A","1","726325530","Firm"
"Little Italy Luxurious House","https://www.airbnb.com/rooms/52038569","52038569","25485-39880","35185","251.32","73","191","32","7","High","1","Individual","2.5","6","328","Entire home","Yes","Midscale","132","4.75","8","No","No","No","Yes","No","No","No","Yes","257","N/A","421326864","Firm"
