Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Lovely 2 Bed+1 Bath - TV/wifi/work Desk/parking","https://www.airbnb.com/rooms/1563148940416752135","1563148940416752135","2874-3811","3340","68.16","96","51","N/A","49","None","29","Large","1.0","2","78","Entire home","Yes","Economy","68","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","174661737","Flexible"
"Toronto Inn","https://www.airbnb.com/rooms/1246264290373847293","1246264290373847293","2611-3990","3348","108.01","23","136","6","3","None","364","Individual","1.5","5","137","Entire home","No","Midscale","N/A","N/A","N/A","No","No","No","Yes","No","No","No","Yes","46","N/A","74345400","Limited"
"Quiet & Chic Scarborough Home • 2BR • Backyard","https://www.airbnb.com/rooms/1608870270631695097","1608870270631695097","2660-4076","3376","187.58","78","23","10","7","High","1","Individual","2.0","4","229","Entire home","Yes","Upscale","38","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","741687049","Firm"
"The Luminous Retreat W/ 2 Parking Spots","https://www.airbnb.com/rooms/1308130214449055998","1308130214449055998","2647-4148","3394","147.57","59","39","2","7","None","1","Small","2.0","6","199","Entire home","No","Upscale","N/A","5","1","No","No","No","Yes","No","Yes","No","Yes","72","N/A","496789865","Flexible"
"New Condo Apt 2BR 2WR Highway 401 On Sheppard Ave","https://www.airbnb.com/rooms/1046714689650315409","1046714689650315409","2934-4119","3535","168.33","34","62","18","4","None","2","Small","2.0","4","195","Entire rental unit","No","Upscale","31","4.82","17","No","No","No","Yes","No","Yes","No","Yes","71","N/A","39845811","Flexible"
"Beautiful 2 Bed+1 Bath - TV/Wifi/Work Desk/Parking","https://www.airbnb.com/rooms/1563326976889978196","1563326976889978196","3107-4119","3610","70.78","94","54","N/A","51","None","31","Large","1.0","2","81","Entire home","Yes","Midscale","68","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","105605194","Flexible"
"Bright 2BR Stay • Near TTC • Yard & Parking","https://www.airbnb.com/rooms/1572832957289292561","1572832957289292561","2874-4375","3756","62.59","69","87","8","54","High","1","Individual","1.0","4","76","Entire guest suite","Yes","Economy","22","5","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","733316308","Firm"
"Spacious Basement, 30 Minutes To Toronto Downtown","https://www.airbnb.com/rooms/1608853663041405527","1608853663041405527","2928-4523","3811","200.58","40","48","1","6","Moderate","1","Individual","1.0","5","253","Entire home","Yes","Upscale","2","5","2","No","No","Yes","Yes","No","No","No","Yes","N/A","N/A","743048825","Limited"
"Luxury Condo Stay","https://www.airbnb.com/rooms/1558348797608937035","1558348797608937035","3115-4621","3898","105.35","56","66","23","35","None","28","Individual","2.0","5","139","Entire rental unit","Yes","Midscale","N/A","N/A","N/A","No","Yes","No","Yes","Yes","No","No","Yes","N/A","N/A","154380002","Moderate"
"Homey 2 Bedroom Basement Apt","https://www.airbnb.com/rooms/1061864351471998153","1061864351471998153","3036-4620","3966","61.02","56","117","13","54","None","31","Small","1.0","4","70","Entire guest suite","Yes","Economy","249","4.33","6","No","No","No","Yes","No","No","No","Yes","64","N/A","287596754","Firm"
"Monthly/TorontoVacation 2Bd/Best Food/FreeParking","https://www.airbnb.com/rooms/1598076138338865087","1598076138338865087","3172-4860","4025","82.15","75","65","3","23","None","29","Moderate","1.0","4","145","Entire home","Yes","Midscale","1","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","79337978","Flexible"
"2-Bdrm Condo Close To UTSC W Free P & Exercise","https://www.airbnb.com/rooms/1431208321019371954","1431208321019371954","3396-4705","4029","161.14","78","32","16","5","Unknown","1","Unknown","1.5","3","161","Entire rental unit","No","Upscale","35","5","9","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","25146805","Flexible"
"Spacious And Cozy 2BR Bsmt| 2 Bath | In Toronto","https://www.airbnb.com/rooms/1168401426654233512","1168401426654233512","3412-4706","4047","103.76","48","81","41","6","None","28","Small","2.0","5","137","Entire home","Yes","Midscale","63","4.88","26","No","No","No","Yes","No","Yes","No","Yes","86","N/A","599077469","Firm"
"Quiet Family Stay | Netflix, Kitchen & Backyard","https://www.airbnb.com/rooms/1504568149568601515","1504568149568601515","3246-4974","4120","74.9","63","88","22","26","Moderate","28","Small","1.0","4","99","Entire home","Yes","Midscale","107","N/A","N/A","No","No","No","Yes","No","No","No","Yes","128","N/A","201803478","Moderate"
"Cozy East Toronto Retreat","https://www.airbnb.com/rooms/1443160631252370680","1443160631252370680","3440-4726","4129","72.43","74","77","3","14","Moderate","2","Individual","1.0","4","85","Entire home","Yes","Midscale","121","4.7","10","No","No","No","Yes","No","No","No","No","N/A","N/A","330685944","Moderate"
"Furnished 2-Bed Apartment W/ Private Parking","https://www.airbnb.com/rooms/1530656330157594099","1530656330157594099","3378-4853","4151","101.25","31","134","1","9","High","3","Individual","1.0","4","123","Entire guest suite","Yes","Midscale","3","4.67","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","723695928","Super Strict 60 Days"
"Trendy 2BR Loft With Parking","https://www.airbnb.com/rooms/1251090867686601824","1251090867686601824","3316-4994","4163","126.15","17","193","4","26","None","28","Individual","1.0","4","203","Entire loft","Yes","Midscale","166","5","1","No","No","No","Yes","No","No","No","Yes","86","N/A","653369359","Moderate"
"Markham Luxury Condo","https://www.airbnb.com/rooms/1014700681633430428","1014700681633430428","3415-4893","4188","149.59","88","32","12","8","None","3","Individual","1.0","3","170","Entire rental unit","Yes","Upscale","31","5","34","No","No","No","Yes","No","No","No","Yes","73","1","544319803","Strict"
"Private| Close To Lake | 30 Min. To Downtown| WIFI","https://www.airbnb.com/rooms/27504834","27504834","3165-5007","4198","79.2","35","151","8","24","None","28","Small","1.0","2","119","Entire home","Yes","Midscale","16","4.9","10","No","No","No","Yes","No","No","No","Yes","107","N/A","207357679","Firm"
"Village Home In A City","https://www.airbnb.com/rooms/50938395","50938395","3278-5007","4211","55.41","39","193","75","25","None","30","Individual","1.0","2","66","Entire guest suite","Yes","Economy","173","5","10","No","No","No","Yes","No","No","No","Yes","N/A","1","30530063","Firm"
"Charming Private Cozy Hideaway","https://www.airbnb.com/rooms/1240922575072721148","1240922575072721148","3573-5144","4457","74.28","100","60","125","29","Unknown","28","Unknown","2.0","6","94","Entire bungalow","No","Midscale","161","4.63","8","No","No","No","Yes","No","No","No","Yes","86","N/A","650818031","Flexible"
"Newly Renovated 2BR Apartment +Free Parking","https://www.airbnb.com/rooms/1552248183968760100","1552248183968760100","3514-5362","4460","139.37","29","110","8","10","Low","2","Small","1.0","5","204","Entire home","Yes","Upscale","12","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","695594788","Firm"
"Super Bright | Central | Bus & Subway","https://www.airbnb.com/rooms/1382118048478379397","1382118048478379397","3689-5457","4630","58.6","64","123","37","29","None","28","Individual","1.0","4","69","Entire guest suite","Yes","Economy","238","5","3","No","No","No","Yes","No","No","No","Yes","71","N/A","685600498","Firm"
"Cozy Apartment With Amazing Views And Amenities","https://www.airbnb.com/rooms/944229661085054797","944229661085054797","3883-5178","4636","165.56","11","248","N/A","28","None","28","Individual","1.0","4","204","Entire rental unit","Yes","Upscale","118","4.88","8","No","No","No","Yes","No","No","No","Yes","84","N/A","525874374","Firm"
"2 Bed 2 Bath Newly Built Unit.","https://www.airbnb.com/rooms/993670895795804228","993670895795804228","3724-5526","4661","99.17","51","92","11","26","None","28","Small","2.0","4","146","Entire rental unit","Yes","Midscale","274","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","458983613","Flexible"
"Central & Unique Scarborough Stay • Free Parking","https://www.airbnb.com/rooms/1604495853961910212","1604495853961910212","3905-5653","4799","159.97","73","41","1","9","High","2","Individual","1.0","5","197","Entire home","Yes","Upscale","30","5","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","740076203","Firm"
"*2BEDRM FLAT WIFI/TV/bath/kit","https://www.airbnb.com/rooms/1003731381712432006","1003731381712432006","3845-5843","4880","56.09","83","105","37","29","High","28","Small","1.0","2","73","Entire rental unit","Yes","Economy","141","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","76373347","Firm"
"Brand New - Convenient Location","https://www.airbnb.com/rooms/1191522555843645797","1191522555843645797","3895-5796","4887","78.83","100","62","6","29","Low","30","Small","1.5","3","94","Entire rental unit","No","Midscale","N/A","5","4","No","No","No","Yes","No","No","No","Yes","N/A","N/A","239628163","Flexible"
"Cozy Basement 2B Unit Steps To Go Station","https://www.airbnb.com/rooms/1042056363958982009","1042056363958982009","3767-6001","4921","55.92","61","144","20","30","None","31","Small","1.0","4","67","Entire bungalow","Yes","Economy","222","5","4","No","No","No","Yes","No","No","No","Yes","65","N/A","287596754","Firm"
"Luxury Basement Apartment","https://www.airbnb.com/rooms/939973541368400323","939973541368400323","3986-5865","4962","72.97","30","223","14","19","None","28","Moderate","2.0","3","110","Entire home","Yes","Midscale","143","4.67","9","No","No","No","Yes","No","No","No","Yes","71","N/A","88870453","Flexible"
"Private 2 Bedroom Basement Unit","https://www.airbnb.com/rooms/1206100178813152494","1206100178813152494","4254-5670","4968","103.51","16","309","12","8","None","28","Individual","1.0","4","109","Entire guesthouse","Yes","Midscale","57","4.67","24","No","No","No","Yes","No","No","No","Yes","50","N/A","591322963","Limited"
"Private Apartments With 2 Bed","https://www.airbnb.com/rooms/1345346288306881275","1345346288306881275","4168-5757","5001","51.56","87","111","22","31","Moderate","28","Moderate","1.0","4","62","Entire home","Yes","Economy","27","4.9","10","No","No","No","Yes","No","No","No","Yes","N/A","N/A","179046365","Flexible"
"Guildwood Getaway","https://www.airbnb.com/rooms/1192982605159409272","1192982605159409272","4248-5674","5018","119.47","18","231","17","4","None","29","Individual","1.0","5","146","Entire home","Yes","Midscale","84","4.95","19","No","No","No","Yes","No","No","No","Yes","36","1","116128722","Moderate"
"Charming 2-Bedroom W Parking/WiFi/Pets","https://www.airbnb.com/rooms/1509754077298521682","1509754077298521682","3897-6058","5095","99.9","81","63","1","22","Moderate","30","Large","1.0","3","120","Entire condo","Yes","Midscale","96","5","1","No","No","No","Yes","No","Yes","No","Yes","N/A","N/A","846505","Flexible"
"Classic, Cozy East End Home","https://www.airbnb.com/rooms/1542748723431965450","1542748723431965450","4135-5953","5158","206.33","34","74","1","18","Moderate","2","Individual","2.0","4","251","Entire home","Yes","Upscale","42","5","4","No","No","No","Yes","No","No","No","Yes","N/A","N/A","33042179","Flexible"
"2 Bedroom 1 Bathroom Basement Suite","https://www.airbnb.com/rooms/1548726866108076296","1548726866108076296","4253-6066","5162","114.72","56","80","8","3","Moderate","1","Individual","1.0","4","139","Entire home","Yes","Midscale","42","5","7","No","No","No","Yes","No","No","No","Yes","N/A","1","725767656","Firm"
"City Guesthouse By The Lake


Feels Like Home","https://www.airbnb.com/rooms/1151621466746906381","1151621466746906381","4348-5798","5191","89.49","35","164","109","58","None","28","Individual","1.0","4","155","Entire guesthouse","Yes","Midscale","202","4.9","21","No","No","No","Yes","No","No","No","Yes","N/A","1","576369640","Moderate"
"Cozy Space To Unwind","https://www.airbnb.com/rooms/1502336174376690687","1502336174376690687","4511-5841","5195","108.23","87","55","15","3","Low","3","Individual","1.0","3","114","Entire guest suite","Yes","Midscale","75","5","17","No","No","No","Yes","No","No","No","Yes","36","1","670321157","Limited"
"Dentonia Golf W.Indoor Fireplace 2BedRoom By Train","https://www.airbnb.com/rooms/52865345","52865345","4480-6050","5203","110.69","55","86","11","6","None","1","Small","1.0","4","114","Entire rental unit","Yes","Midscale","244","4.71","94","No","No","No","Yes","Yes","No","No","No","55","N/A","361224183","Firm"
"2 Bedroom & 2 Washroom Apartment","https://www.airbnb.com/rooms/1431408940964678590","1431408940964678590","4105-6236","5245","71.85","62","118","32","18","Moderate","28","Small","2.0","4","113","Entire condo","Yes","Midscale","144","N/A","N/A","No","No","No","Yes","No","No","No","Yes","291","N/A","525919000","Firm"
"Spacious 2 Bdrm W/ Parking - 30 Mins To Downtwn TO","https://www.airbnb.com/rooms/1597499258669972109","1597499258669972109","4237-6255","5301","143.26","49","76","14","5","High","1","Small","2.0","4","163","Entire home","Yes","Upscale","5","4.67","3","No","No","No","Yes","No","No","No","Yes","N/A","N/A","678229244","Flexible"
"Spacious 2 Bedroom Guest Suite","https://www.airbnb.com/rooms/29131738","29131738","4326-6197","5305","126.3","15","286","7","24","Low","28","Individual","1.0","4","137","Entire guesthouse","Yes","Midscale","80","4.73","52","No","No","No","Yes","No","No","No","Yes","43","N/A","200644024","Limited"
"Pokemon Home Heart Of Markham - Free Parking","https://www.airbnb.com/rooms/1566337365870443835","1566337365870443835","4155-6369","5408","110.37","57","86","12","10","Moderate","2","Small","2.0","4","196","Entire home","Yes","Midscale","22","5","2","No","No","No","Yes","No","No","No","Yes","N/A","N/A","42241703","Firm"
"Brand New Luxury Basement 25 Minutes To Downtown","https://www.airbnb.com/rooms/1563253766786525170","1563253766786525170","4464-6279","5418","110.57","54","90","15","5","Moderate","2","Individual","1.0","4","141","Entire home","Yes","Midscale","18","4.75","8","No","No","No","Yes","No","No","No","Yes","N/A","N/A","731197555","Limited"
"Bright 2BR Condo Near DVP | Balcony, Gym, Transit","https://www.airbnb.com/rooms/1587795114504494981","1587795114504494981","4457-6495","5477","119.07","92","50","26","10","High","2","Small","2.0","4","157","Entire rental unit","Yes","Midscale","40","4","4","No","No","No","Yes","No","No","No","Yes","N/A","N/A","300944313","Firm"
"Serenity Apartment","https://www.airbnb.com/rooms/1219016085812216920","1219016085812216920","4640-6391","5521","86.26","74","87","48","9","Moderate","3","Individual","1.0","4","99","Entire rental unit","No","Midscale","11","4.47","15","No","No","No","No","No","No","No","No","36","N/A","595040735","Flexible"
"Private Space W/ TV & Kitchen -20 Min To Downtown","https://www.airbnb.com/rooms/1221352900958762495","1221352900958762495","4329-6463","5541","78.04","38","189","14","2","None","28","Small","1.5","4","102","Entire home","Yes","Midscale","151","4.75","4","No","No","No","Yes","No","No","No","Yes","71","N/A","575680762","Flexible"
"Beautiful Guest Suite/Apartment","https://www.airbnb.com/rooms/909686836730236606","909686836730236606","4368-6939","5706","56.5","52","195","17","28","None","28","Small","2.0","3","69","Entire home","Yes","Economy","171","4.75","4","No","No","No","Yes","No","No","No","Yes","108","N/A","126289556","Firm"
"Bright Garden Suite (1 Queen + 1 Double Bed)","https://www.airbnb.com/rooms/1520356611836604860","1520356611836604860","4893-6996","5958","148.94","31","131","13","4","None","2","Individual","1.0","4","161","Entire home","Yes","Upscale","28","5","7","No","No","No","Yes","No","No","No","Yes","N/A","1","721301046","Limited"
"Super Cozy 2-Bedroom Basement Suite By SJ","https://www.airbnb.com/rooms/1556236219524814057","1556236219524814057","5095-6732","5994","105.16","61","94","20","3","High","2","Individual","1.0","4","121","Entire home","Yes","Midscale","28","4.4","15","No","No","No","Yes","No","No","No","Yes","N/A","N/A","192402212","Moderate"
"Luxury Basement Apartment","https://www.airbnb.com/rooms/940829105429920079","940829105429920079","4787-7209","6009","95.38","26","246","N/A","33","None","28","Small","1.0","5","116","Entire rental unit","Yes","Midscale","120","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","90073492","Flexible"
"Discount: Two Bedroom Apartment","https://www.airbnb.com/rooms/1363152551063544201","1363152551063544201","5116-7236","6172","82.3","21","353","100","22","None","28","Moderate","2.0","4","99","Entire home","Yes","Midscale","13","4.4","5","No","No","No","Yes","No","Yes","No","Yes","71","N/A","503330908","Moderate"
"Beautiful & Stylish 2 Bedroom And 2 Bathroom Condo","https://www.airbnb.com/rooms/50822008","50822008","5157-7123","6188","167.24","82","45","17","11","None","1","Individual","2.0","4","200","Entire condo","Yes","Upscale","171","4.8","96","No","No","No","Yes","No","No","No","Yes","73","N/A","95629075","Firm"
"Place To Stay In Toronto-UTSC","https://www.airbnb.com/rooms/1270705461581658944","1270705461581658944","5460-7239","6344","105.73","39","154","N/A","60","None","28","Small","2.0","5","121","Entire rental unit","Yes","Midscale","212","N/A","N/A","No","No","Yes","Yes","Yes","No","No","Yes","18","N/A","208360400","Flexible"
"Gorgeous + Bright 2BR Garden Suite | Parking | TTC","https://www.airbnb.com/rooms/1381849480381933302","1381849480381933302","5180-7420","6352","87.01","100","73","47","33","None","28","Individual","1.0","3","119","Entire home","Yes","Midscale","268","5","4","No","No","No","Yes","No","No","No","Yes","71","N/A","57441970","Flexible"
"Beautiful Private 2 Bdrms & Living Space New Reno","https://www.airbnb.com/rooms/1544425055099319489","1544425055099319489","5484-7164","6434","153.18","45","93","16","3","None","1","Individual","1.0","4","170","Entire bungalow","Yes","Upscale","29","5","15","No","No","No","Yes","No","No","No","Yes","N/A","1","356713874","Flexible"
"Zahid's Resort For Four Guests","https://www.airbnb.com/rooms/1501036763395869625","1501036763395869625","5518-7449","6445","131.53","49","99","17","6","Low","1","Individual","2.0","4","157","Entire home","Yes","Midscale","95","5","11","No","No","No","Yes","No","No","No","Yes","43","1","358919585","Moderate"
"Private Basement Apt With Separate Entrance","https://www.airbnb.com/rooms/29782814","29782814","5445-7521","6533","57.31","56","205","32","34","None","28","Individual","1.0","4","70","Entire bungalow","Yes","Economy","75","4.85","41","No","No","No","Yes","No","No","No","Yes","36","N/A","97840735","Firm"
"Comfortable 2-bedroom Basement","https://www.airbnb.com/rooms/1112888372522237333","1112888372522237333","5149-7857","6534","61.07","87","123","32","30","None","28","Small","1.0","4","83","Entire home","Yes","Economy","243","4.74","N/A","No","No","No","Yes","No","No","Yes","Yes","64","N/A","44435857","Flexible"
"Modern 2BD, Cozy Basement","https://www.airbnb.com/rooms/31222461","31222461","5007-7621","6543","96.21","19","366","11","34","None","28","Individual","1.0","6","110","Entire home","Yes","Midscale","N/A","4.8","215","No","No","No","Yes","No","No","No","Yes","65","N/A","233527069","Firm"
"Spacious 2BR - 25 Min To DT","https://www.airbnb.com/rooms/1470546416019506323","1470546416019506323","5534-7741","6681","142.16","77","61","28","11","High","3","Individual","1.0","4","164","Entire guesthouse","Yes","Upscale","152","5","5","No","No","No","Yes","No","No","No","Yes","85","1","708805593","Moderate"
"Two Rooms Basement Apartment","https://www.airbnb.com/rooms/781343034063508698","781343034063508698","5804-7837","6739","96.27","38","183","100","27","None","28","Individual","1.0","4","160","Entire home","Yes","Midscale","183","4.77","30","No","No","No","Yes","No","No","No","Yes","54","N/A","288276544","Flexible"
"Cozy Home + Large Backyard, 20mins From DT!","https://www.airbnb.com/rooms/907128938872482034","907128938872482034","5657-7775","6800","154.55","16","270","1","16","None","1","Small","2.0","8","458","Entire home","No","Upscale","13","4.93","83","No","No","No","Yes","No","Yes","No","Yes","86","1","494876263","Moderate"
"Newly Renovated Basement With 2 Bedrooms","https://www.airbnb.com/rooms/9669076","9669076","5593-8012","6859","64.1","88","121","29","30","None","28","Small","1.0","4","81","Entire home","Yes","Economy","245","4.74","53","No","No","No","Yes","No","No","Yes","Yes","63","N/A","44435857","Flexible"
"Cozy 2-Bedroom Unit In Toronto","https://www.airbnb.com/rooms/1273334140553342878","1273334140553342878","5775-7936","6894","149.87","78","59","8","9","Moderate","2","Individual","1.0","4","163","Entire home","Yes","Upscale","140","5","10","No","No","No","Yes","No","No","No","Yes","57","1","339178969","Flexible"
"Guest Suite In Toronto","https://www.airbnb.com/rooms/1490092302619828948","1490092302619828948","5908-7717","6931","130.76","29","182","14","4","None","2","Individual","1.0","4","138","Entire guesthouse","Yes","Midscale","16","5","15","No","No","No","Yes","No","No","No","Yes","N/A","1","654213512","Limited"
"Renovated 2 Floors, 2-Bedroom With Parking","https://www.airbnb.com/rooms/1499003086534952464","1499003086534952464","5535-8675","7128","97.64","79","92","5","31","None","28","Small","1.0","4","119","Entire condo","Yes","Midscale","107","5","1","No","No","No","Yes","No","No","No","Yes","N/A","N/A","19075275","Firm"
"2 Bedroom + Bath In Eastyork","https://www.airbnb.com/rooms/898878182454978432","898878182454978432","5724-8239","7140","162.26","18","251","15","16","Low","28","Small","1.0","5","228","Entire rental unit","Yes","Upscale","93","4.89","9","No","No","No","No","No","No","No","No","143","N/A","211237823","Firm"
"Cozy Home Close To The Beaches","https://www.airbnb.com/rooms/746493847446341369","746493847446341369","5742-8662","7224","103.21","19","366","3","4","None","28","Small","1.0","4","135","Entire home","Yes","Midscale","N/A","4.65","N/A","No","No","Yes","Yes","No","No","No","Yes","214","N/A","430284595","Firm"
"Clean, Spacious 2BR Basement Apt","https://www.airbnb.com/rooms/1198501986774306261","1198501986774306261","6121-8410","7347","89.59","69","118","21","11","Low","3","Individual","1.0","4","109","Entire home","Yes","Midscale","77","4.6","10","No","No","No","Yes","No","No","No","Yes","36","N/A","589095872","Moderate"
"Toronto/Lakeside Home","https://www.airbnb.com/rooms/1417559995005708640","1417559995005708640","5995-8630","7478","73.31","45","225","14","35","None","28","Small","1.0","4","202","Entire rental unit","Yes","Midscale","96","5","3","No","Yes","No","Yes","No","Yes","No","Yes","100","N/A","63707816","Flexible"
"Close To Downtown Subway Beach","https://www.airbnb.com/rooms/1469689499278514542","1469689499278514542","6675-8238","7511","119.22","38","166","21","3","Moderate","1","Individual","1.0","4","119","Entire rental unit","Yes","Midscale","32","4.93","45","No","No","No","Yes","No","No","No","No","6","1","705673519","Flexible"
"Renovated 2 Bedroom Basement Apartment","https://www.airbnb.com/rooms/1366327306574728781","1366327306574728781","5973-9069","7584","78.19","79","123","5","15","Unknown","3","Unknown","1.0","3","99","Entire guesthouse","No","Midscale","69","3","3","No","No","No","Yes","No","No","No","Yes","144","N/A","502284971","Limited"
"Bright & Spacious 2BR Apt•Free WiFi & Near Nature","https://www.airbnb.com/rooms/1540193244426672616","1540193244426672616","6124-9017","7680","163.4","36","132","19","7","Low","1","Small","1.0","4","199","Entire rental unit","Yes","Upscale","12","5","3","No","No","No","Yes","No","No","No","Yes","42","N/A","694805185","Moderate"
"Entire Basement Near Subway & Shops","https://www.airbnb.com/rooms/1479999988832523798","1479999988832523798","6344-9004","7819","98.98","98","81","47","5","Moderate","1","Small","1.0","5","134","Entire home","Yes","Midscale","118","5","5","No","No","No","Yes","No","No","No","Yes","21","1","377158204","Moderate"
"Spacious 2BR Suite - Free Parking/Close To UTSC","https://www.airbnb.com/rooms/605786104534506941","605786104534506941","6024-9541","7870","77.92","53","190","1","28","Low","28","Small","1.0","4","99","Entire guest suite","Yes","Midscale","33","4.71","7","No","No","No","Yes","No","Yes","No","Yes","85","N/A","207802778","Flexible"
"Chic & Cozy 2B Getaway | Fast Wi-Fi | Free Parking","https://www.airbnb.com/rooms/1029103669910772136","1029103669910772136","6275-9464","7890","129.34","27","225","N/A","7","None","28","Individual","2.0","4","163","Entire home","Yes","Midscale","141","N/A","N/A","No","No","No","Yes","No","No","No","Yes","144","N/A","547423845","Strict"
"Private 2 Bedroom Suite In Scarborough By TTC","https://www.airbnb.com/rooms/621782760033913108","621782760033913108","6075-9677","7936","72.15","43","256","16","33","Moderate","28","Individual","1.0","5","119","Entire bungalow","Yes","Midscale","110","5","7","No","No","No","Yes","No","No","No","Yes","57","N/A","457185798","Flexible"
"2BR+Den Condo W/ Stunning Views","https://www.airbnb.com/rooms/1138515368771832592","1138515368771832592","6479-9343","8026","211.21","49","78","9","2","Low","28","Individual","2.0","5","258","Entire rental unit","Yes","Upscale","185","4.9","10","No","Yes","No","Yes","Yes","No","No","Yes","146","N/A","573184254","Moderate"
"Cozy Home + Large Backyard, 20mins From DT!","https://www.airbnb.com/rooms/1223535867314409605","1223535867314409605","6683-9185","8033","182.57","15","284","1","16","None","1","Small","2.0","8","432","Entire home","No","Upscale","N/A","4.92","12","No","No","No","Yes","No","Yes","No","Yes","107","1","494876263","Moderate"
"Brand New 2 Beds,1 Bath Basement","https://www.airbnb.com/rooms/1492241605459128145","1492241605459128145","6959-9081","8051","129.86","36","170","12","6","Moderate","2","Individual","1.0","5","138","Entire home","Yes","Midscale","25","4.64","22","No","No","No","Yes","No","Yes","No","Yes","53","N/A","714687096","Firm"
"Entire Two Bedrooms Appartment For Toronto Visitor","https://www.airbnb.com/rooms/16948208","16948208","6326-9498","8108","94.27","37","232","1","2","High","30","Individual","1.0","5","125","Entire home","Yes","Midscale","134","4.72","18","No","No","No","Yes","No","No","No","Yes","107","N/A","113317106","Moderate"
"Luxury Basement Apartment (Monthly Rent Available)","https://www.airbnb.com/rooms/744806015575779267","744806015575779267","6444-9829","8218","93.39","38","231","27","34","Moderate","2","Individual","2.0","10","119","Entire home","Yes","Midscale","67","4.67","9","No","No","No","No","No","No","No","Yes","108","N/A","181663074","Firm"
"2 Bedrooms, 2 Beds, Kitchen, Living","https://www.airbnb.com/rooms/1039279177567416324","1039279177567416324","7018-9310","8290","116.76","27","264","34","7","None","28","Individual","1.0","4","130","Entire home","Yes","Midscale","102","4.66","32","No","No","No","Yes","No","No","No","Yes","43","N/A","549487357","Flexible"
"*CHARM HAVEN* ~workspace | Wifi | 2-beds | Private","https://www.airbnb.com/rooms/1226700399711445586","1226700399711445586","7199-9291","8325","117.25","32","224","16","4","None","1","Individual","1.0","3","121","Entire guest suite","Yes","Midscale","142","4.84","31","No","No","No","Yes","No","No","No","Yes","43","N/A","597071786","Flexible"
"Toronto/Bright & Cozy 2 Bedroom Bsmt Sep. Ent. Apt","https://www.airbnb.com/rooms/37199084","37199084","7161-9592","8453","119.06","43","164","28","5","None","28","Individual","1.0","4","137","Entire bungalow","Yes","Midscale","202","4.61","84","No","No","No","Yes","No","No","No","Yes","61","N/A","279992180","Flexible"
"Private 2BR Basement Suite With Separate Entrance","https://www.airbnb.com/rooms/1280692581398742617","1280692581398742617","6399-10124","8487","64.79","92","143","6","48","High","28","Moderate","1.0","3","87","Entire home","Yes","Economy","47","3.5","2","No","No","No","Yes","No","No","No","Yes","64","N/A","93358127","Firm"
"Relax & Recharge Modern 1BR + Den-Balcony","https://www.airbnb.com/rooms/1539263883385657154","1539263883385657154","6865-9922","8657","113.91","54","142","21","7","High","5","Small","1.5","4","137","Entire rental unit","Yes","Midscale","2","4.8","5","No","No","No","Yes","No","No","No","Yes","N/A","N/A","725667736","Flexible"
"Luxorious Condo In Scarborough","https://www.airbnb.com/rooms/53448883","53448883","6628-10531","8660","87.47","79","125","47","28","None","28","Small","1.0","4","264","Entire condo","Yes","Midscale","102","5","6","No","No","No","Yes","Yes","No","No","Yes","204","N/A","432787698","Firm"
"2 Bed + 1 Bath +1 Parking Bungalow In East -York","https://www.airbnb.com/rooms/616301686540706264","616301686540706264","6604-10135","8684","160.82","22","243","1","23","None","30","Small","1.0","7","215","Entire home","Yes","Upscale","89","4.88","8","No","No","No","Yes","No","No","No","Yes","132","N/A","211237823","Strict"
"New Basement Apartment","https://www.airbnb.com/rooms/924634252547242439","924634252547242439","6983-10407","8744","148.2","70","84","5","2","None","28","Individual","1.0","4","197","Entire home","Yes","Upscale","282","N/A","N/A","No","No","No","Yes","No","No","No","Yes","N/A","N/A","367386233","Flexible"
"Cozy And Luxurious 2 Bdr Unit","https://www.airbnb.com/rooms/764650162730107516","764650162730107516","6991-10326","8774","69.09","100","127","30","29","None","28","Small","1.0","3","88","Entire home","Yes","Midscale","239","5","10","No","No","No","Yes","No","No","No","Yes","90","N/A","415888633","Flexible"
